id;status;total_price;payment_method;payment_reference;customer_details_id
520;PAID;2.40;IDEAL;visa-electron;242
521;COMPLETED;4.79;IDEAL;americanexpress;823
522;REFUNDED;0.12;IDEAL;bankcard;565
523;CANCELLED;4.99;IDEAL;solo;468
524;COMPLETED;3.85;IDEAL;americanexpress;753
525;COMPLETED;1.46;CREDIT_CARD;jcb;93
526;PAID;8.60;CREDIT_CARD;mastercard;421
527;PENDING;7.79;IDEAL;diners-club-enroute;382
528;REFUNDED;8.17;IDEAL;jcb;773
529;PENDING;6.44;CREDIT_CARD;mastercard;204
530;COMPLETED;3.56;IDEAL;mastercard;625
531;REFUNDED;3.14;CREDIT_CARD;switch;4
532;PAID;2.14;IDEAL;mastercard;440
533;CANCELLED;7.64;IDEAL;diners-club-carte-blanche;41
534;COMPLETED;2.08;IDEAL;maestro;582
535;PENDING;7.22;CREDIT_CARD;visa;909
536;REFUNDED;3.65;CREDIT_CARD;diners-club-enroute;509
537;PENDING;7.68;CREDIT_CARD;visa;659
538;PENDING;9.43;IDEAL;solo;712
539;CANCELLED;4.51;IDEAL;jcb;494
540;PAID;4.26;CREDIT_CARD;jcb;877
541;REFUNDED;5.84;CREDIT_CARD;china-unionpay;237
542;PAID;3.98;IDEAL;solo;451
543;PAID;9.98;IDEAL;jcb;236
544;REFUNDED;9.46;CREDIT_CARD;switch;396
545;PENDING;2.63;IDEAL;switch;175
546;COMPLETED;7.72;CREDIT_CARD;jcb;474
547;COMPLETED;8.61;CREDIT_CARD;maestro;824
548;PAID;7.99;CREDIT_CARD;americanexpress;12
549;PAID;2.69;CREDIT_CARD;visa;904
550;COMPLETED;1.26;CREDIT_CARD;jcb;112
551;PAID;0.40;CREDIT_CARD;china-unionpay;257
552;COMPLETED;6.80;CREDIT_CARD;jcb;886
553;REFUNDED;7.30;CREDIT_CARD;jcb;867
554;PENDING;7.37;CREDIT_CARD;diners-club-enroute;446
555;PAID;3.09;IDEAL;jcb;891
556;REFUNDED;3.48;CREDIT_CARD;visa;54
557;PAID;4.88;IDEAL;jcb;55
558;PENDING;2.56;CREDIT_CARD;diners-club-carte-blanche;991
559;REFUNDED;4.57;CREDIT_CARD;americanexpress;200
560;CANCELLED;5.35;CREDIT_CARD;jcb;552
561;PAID;5.48;CREDIT_CARD;jcb;653
562;COMPLETED;3.58;CREDIT_CARD;diners-club-carte-blanche;362
563;CANCELLED;9.99;IDEAL;jcb;554
564;REFUNDED;3.91;CREDIT_CARD;americanexpress;331
565;CANCELLED;0.39;CREDIT_CARD;jcb;533
566;REFUNDED;9.69;IDEAL;jcb;439
567;REFUNDED;0.32;IDEAL;bankcard;360
568;CANCELLED;1.11;CREDIT_CARD;mastercard;331
569;CANCELLED;0.95;IDEAL;jcb;787
570;PAID;6.76;IDEAL;americanexpress;478
571;REFUNDED;2.67;CREDIT_CARD;solo;638
572;PENDING;7.54;CREDIT_CARD;bankcard;709
573;REFUNDED;6.39;IDEAL;jcb;799
574;COMPLETED;2.03;IDEAL;visa-electron;787
575;CANCELLED;0.17;IDEAL;mastercard;369
576;PAID;7.90;CREDIT_CARD;bankcard;320
577;PAID;9.17;CREDIT_CARD;instapayment;204
578;PENDING;6.56;IDEAL;jcb;214
579;CANCELLED;5.13;IDEAL;mastercard;425
580;PENDING;6.07;CREDIT_CARD;maestro;355
581;PAID;7.49;CREDIT_CARD;switch;269
582;CANCELLED;5.82;IDEAL;jcb;628
583;PENDING;5.18;CREDIT_CARD;diners-club-carte-blanche;292
584;COMPLETED;9.36;CREDIT_CARD;jcb;408
585;REFUNDED;9.93;CREDIT_CARD;jcb;660
586;CANCELLED;4.62;CREDIT_CARD;maestro;553
587;COMPLETED;4.65;IDEAL;jcb;359
588;COMPLETED;9.16;CREDIT_CARD;switch;762
589;CANCELLED;3.58;CREDIT_CARD;visa;362
590;PAID;2.80;CREDIT_CARD;jcb;683
591;PAID;7.84;IDEAL;jcb;497
592;REFUNDED;0.11;CREDIT_CARD;china-unionpay;381
593;PENDING;2.17;IDEAL;switch;542
594;PENDING;9.26;IDEAL;bankcard;630
595;CANCELLED;4.43;IDEAL;jcb;266
596;PAID;1.18;IDEAL;china-unionpay;748
597;COMPLETED;6.67;IDEAL;switch;423
598;PAID;2.42;CREDIT_CARD;jcb;276
599;PENDING;2.65;IDEAL;diners-club-enroute;667
600;PAID;3.45;IDEAL;mastercard;672
601;PAID;1.89;CREDIT_CARD;china-unionpay;998
602;PAID;4.02;CREDIT_CARD;americanexpress;177
603;PAID;7.44;IDEAL;diners-club-enroute;897
604;CANCELLED;1.11;CREDIT_CARD;jcb;281
605;CANCELLED;9.96;CREDIT_CARD;laser;5
606;CANCELLED;5.01;IDEAL;diners-club-us-ca;760
607;PENDING;1.78;IDEAL;americanexpress;186
608;CANCELLED;2.19;IDEAL;jcb;774
609;PENDING;0.71;IDEAL;mastercard;211
610;CANCELLED;8.28;CREDIT_CARD;diners-club-carte-blanche;764
611;COMPLETED;0.52;IDEAL;jcb;29
612;REFUNDED;1.56;CREDIT_CARD;maestro;372
613;CANCELLED;5.32;IDEAL;diners-club-enroute;65
614;COMPLETED;8.34;IDEAL;jcb;839
615;REFUNDED;1.98;CREDIT_CARD;china-unionpay;57
616;PENDING;0.17;IDEAL;bankcard;270
617;COMPLETED;3.39;IDEAL;visa-electron;637
618;PAID;0.00;CREDIT_CARD;china-unionpay;716
619;REFUNDED;2.15;IDEAL;mastercard;835
620;CANCELLED;1.04;IDEAL;visa-electron;786
621;COMPLETED;8.19;IDEAL;maestro;16
622;CANCELLED;1.08;CREDIT_CARD;mastercard;930
623;COMPLETED;0.01;IDEAL;switch;963
624;PENDING;4.68;CREDIT_CARD;jcb;682
625;COMPLETED;4.73;CREDIT_CARD;jcb;854
626;CANCELLED;0.79;CREDIT_CARD;diners-club-us-ca;623
627;COMPLETED;6.65;CREDIT_CARD;jcb;280
628;COMPLETED;5.36;IDEAL;china-unionpay;118
629;REFUNDED;4.63;CREDIT_CARD;jcb;838
630;COMPLETED;7.11;IDEAL;diners-club-enroute;399
631;COMPLETED;5.19;IDEAL;jcb;886
632;COMPLETED;5.32;CREDIT_CARD;laser;949
633;REFUNDED;9.58;IDEAL;jcb;192
634;PENDING;2.46;CREDIT_CARD;jcb;41
635;PAID;0.71;IDEAL;jcb;557
636;PENDING;7.14;IDEAL;jcb;249
637;PAID;7.57;CREDIT_CARD;bankcard;341
638;PENDING;5.18;CREDIT_CARD;jcb;626
639;CANCELLED;6.24;CREDIT_CARD;switch;978
640;PAID;5.10;IDEAL;switch;535
641;REFUNDED;8.55;IDEAL;bankcard;50
642;COMPLETED;4.20;IDEAL;americanexpress;163
643;CANCELLED;2.66;CREDIT_CARD;maestro;523
644;PAID;2.73;IDEAL;maestro;310
645;PAID;0.65;IDEAL;jcb;283
646;PENDING;9.16;IDEAL;diners-club-enroute;555
647;CANCELLED;6.99;IDEAL;switch;389
648;COMPLETED;2.48;CREDIT_CARD;diners-club-enroute;814
649;PENDING;7.03;IDEAL;diners-club-carte-blanche;616
650;REFUNDED;9.97;CREDIT_CARD;maestro;619
651;PAID;4.80;CREDIT_CARD;jcb;752
652;REFUNDED;1.55;IDEAL;maestro;28
653;PENDING;7.62;CREDIT_CARD;switch;513
654;PENDING;4.99;IDEAL;maestro;535
655;PAID;0.85;CREDIT_CARD;china-unionpay;454
656;REFUNDED;3.39;CREDIT_CARD;bankcard;775
657;REFUNDED;5.82;CREDIT_CARD;jcb;628
658;REFUNDED;9.34;CREDIT_CARD;mastercard;248
659;PENDING;1.31;CREDIT_CARD;jcb;676
660;COMPLETED;4.86;CREDIT_CARD;instapayment;253
661;PAID;5.66;IDEAL;jcb;904
662;COMPLETED;1.16;IDEAL;jcb;445
663;REFUNDED;8.02;CREDIT_CARD;mastercard;46
664;CANCELLED;8.69;IDEAL;jcb;60
665;REFUNDED;8.41;CREDIT_CARD;mastercard;686
666;REFUNDED;9.03;CREDIT_CARD;jcb;794
667;REFUNDED;3.86;CREDIT_CARD;americanexpress;371
668;CANCELLED;4.52;CREDIT_CARD;china-unionpay;239
669;CANCELLED;5.91;IDEAL;jcb;181
670;PAID;4.29;CREDIT_CARD;jcb;610
671;REFUNDED;0.45;CREDIT_CARD;jcb;933
672;CANCELLED;7.33;CREDIT_CARD;bankcard;993
673;CANCELLED;3.73;IDEAL;diners-club-carte-blanche;317
674;CANCELLED;7.69;IDEAL;mastercard;981
675;REFUNDED;1.46;IDEAL;jcb;51
676;CANCELLED;3.90;CREDIT_CARD;jcb;740
677;REFUNDED;7.85;IDEAL;americanexpress;989
678;COMPLETED;7.64;CREDIT_CARD;mastercard;232
679;REFUNDED;6.65;IDEAL;jcb;87
680;CANCELLED;8.60;IDEAL;visa-electron;226
681;PAID;0.89;IDEAL;maestro;430
682;CANCELLED;9.99;CREDIT_CARD;china-unionpay;964
683;CANCELLED;3.99;CREDIT_CARD;maestro;526
684;PENDING;3.68;IDEAL;jcb;507
685;PENDING;5.35;IDEAL;jcb;229
686;COMPLETED;5.30;CREDIT_CARD;maestro;879
687;CANCELLED;4.78;IDEAL;visa-electron;76
688;CANCELLED;1.45;IDEAL;switch;952
689;CANCELLED;4.33;CREDIT_CARD;switch;471
690;COMPLETED;6.26;IDEAL;china-unionpay;832
691;PENDING;4.96;IDEAL;laser;383
692;COMPLETED;6.56;CREDIT_CARD;jcb;531
693;REFUNDED;3.01;IDEAL;jcb;186
694;REFUNDED;9.80;IDEAL;mastercard;68
695;REFUNDED;9.06;CREDIT_CARD;mastercard;986
696;COMPLETED;0.29;IDEAL;switch;160
697;CANCELLED;2.15;CREDIT_CARD;bankcard;106
698;PENDING;5.30;CREDIT_CARD;jcb;554
699;COMPLETED;4.88;IDEAL;jcb;556
700;REFUNDED;3.98;IDEAL;jcb;756
701;PAID;5.89;CREDIT_CARD;jcb;755
702;PENDING;5.01;IDEAL;jcb;753
703;CANCELLED;0.01;IDEAL;laser;475
704;COMPLETED;6.06;CREDIT_CARD;maestro;936
705;PAID;4.40;CREDIT_CARD;mastercard;787
706;COMPLETED;3.64;CREDIT_CARD;china-unionpay;929
707;COMPLETED;9.23;IDEAL;mastercard;244
708;COMPLETED;1.24;CREDIT_CARD;switch;218
709;REFUNDED;0.02;IDEAL;diners-club-carte-blanche;51
710;REFUNDED;9.96;IDEAL;mastercard;833
711;COMPLETED;3.60;IDEAL;maestro;959
712;PAID;4.20;IDEAL;jcb;754
713;CANCELLED;1.63;CREDIT_CARD;americanexpress;513
714;PAID;4.56;IDEAL;jcb;621
715;REFUNDED;5.18;IDEAL;jcb;49
716;REFUNDED;0.09;IDEAL;mastercard;637
717;COMPLETED;6.11;CREDIT_CARD;maestro;622
718;PENDING;6.60;CREDIT_CARD;jcb;971
719;CANCELLED;5.30;IDEAL;jcb;954
720;PENDING;7.23;IDEAL;china-unionpay;705
721;COMPLETED;8.63;IDEAL;jcb;312
722;PENDING;6.75;IDEAL;jcb;417
723;PAID;7.20;CREDIT_CARD;china-unionpay;215
724;PAID;8.69;CREDIT_CARD;switch;999
725;PENDING;0.46;IDEAL;switch;259
726;PAID;8.95;IDEAL;jcb;415
727;COMPLETED;4.51;CREDIT_CARD;maestro;33
728;PAID;8.95;CREDIT_CARD;jcb;13
729;REFUNDED;1.32;CREDIT_CARD;jcb;582
730;PENDING;6.56;CREDIT_CARD;laser;148
731;CANCELLED;4.01;IDEAL;bankcard;951
732;CANCELLED;6.09;IDEAL;laser;146
733;REFUNDED;3.26;CREDIT_CARD;china-unionpay;777
734;COMPLETED;5.45;IDEAL;bankcard;129
735;PENDING;7.00;IDEAL;jcb;917
736;REFUNDED;9.05;CREDIT_CARD;jcb;621
737;COMPLETED;9.77;IDEAL;americanexpress;258
738;COMPLETED;5.28;IDEAL;switch;707
739;CANCELLED;9.63;CREDIT_CARD;jcb;68
740;CANCELLED;8.89;CREDIT_CARD;switch;657
741;COMPLETED;8.58;IDEAL;diners-club-enroute;65
742;COMPLETED;0.42;CREDIT_CARD;china-unionpay;978
743;REFUNDED;7.88;CREDIT_CARD;americanexpress;96
744;CANCELLED;0.65;CREDIT_CARD;jcb;93
745;REFUNDED;8.02;IDEAL;jcb;876
746;CANCELLED;4.87;CREDIT_CARD;visa;900
747;PAID;8.47;CREDIT_CARD;mastercard;655
748;COMPLETED;6.18;CREDIT_CARD;diners-club-international;618
749;COMPLETED;3.11;IDEAL;jcb;495
750;COMPLETED;5.48;CREDIT_CARD;americanexpress;356
751;CANCELLED;5.45;IDEAL;maestro;880
752;COMPLETED;1.62;IDEAL;visa;324
753;CANCELLED;1.06;IDEAL;jcb;166
754;REFUNDED;5.62;CREDIT_CARD;jcb;619
755;CANCELLED;9.18;CREDIT_CARD;diners-club-us-ca;488
756;REFUNDED;0.27;CREDIT_CARD;jcb;758
757;PENDING;6.22;CREDIT_CARD;china-unionpay;486
758;CANCELLED;6.86;CREDIT_CARD;diners-club-us-ca;39
759;REFUNDED;0.97;CREDIT_CARD;jcb;218
760;CANCELLED;5.75;CREDIT_CARD;visa;198
761;PAID;8.20;IDEAL;jcb;926
762;PENDING;4.72;IDEAL;china-unionpay;682
763;COMPLETED;8.11;IDEAL;jcb;269
764;CANCELLED;3.77;CREDIT_CARD;jcb;99
765;REFUNDED;5.35;CREDIT_CARD;visa-electron;329
766;PAID;8.66;CREDIT_CARD;solo;117
767;CANCELLED;1.88;CREDIT_CARD;laser;835
768;REFUNDED;4.83;CREDIT_CARD;switch;639
769;COMPLETED;5.49;CREDIT_CARD;jcb;829
770;COMPLETED;2.04;IDEAL;jcb;752
771;REFUNDED;6.73;IDEAL;jcb;391
772;PENDING;3.45;CREDIT_CARD;bankcard;241
773;REFUNDED;1.94;IDEAL;maestro;992
774;REFUNDED;9.48;IDEAL;maestro;767
775;PENDING;2.87;IDEAL;jcb;331
776;PAID;9.08;CREDIT_CARD;visa-electron;329
777;COMPLETED;8.94;CREDIT_CARD;maestro;879
778;COMPLETED;2.59;IDEAL;jcb;149
779;PENDING;0.85;IDEAL;china-unionpay;738
780;PAID;8.36;IDEAL;visa;758
781;REFUNDED;4.92;IDEAL;jcb;578
782;PENDING;0.90;IDEAL;jcb;197
783;PENDING;4.31;IDEAL;jcb;567
784;CANCELLED;0.26;CREDIT_CARD;jcb;718
785;COMPLETED;7.51;CREDIT_CARD;jcb;159
786;REFUNDED;7.83;IDEAL;jcb;283
787;CANCELLED;3.30;IDEAL;jcb;725
788;PAID;4.73;CREDIT_CARD;jcb;192
789;COMPLETED;1.72;IDEAL;jcb;65
790;CANCELLED;7.73;IDEAL;bankcard;900
791;COMPLETED;8.60;IDEAL;diners-club-us-ca;276
792;REFUNDED;5.17;IDEAL;switch;326
793;PENDING;3.73;IDEAL;americanexpress;677
794;REFUNDED;1.24;IDEAL;maestro;75
795;CANCELLED;9.69;CREDIT_CARD;china-unionpay;951
796;COMPLETED;0.55;CREDIT_CARD;jcb;669
797;PENDING;7.34;IDEAL;jcb;145
798;PAID;0.34;IDEAL;visa-electron;625
799;REFUNDED;1.90;IDEAL;jcb;395
800;PENDING;6.45;CREDIT_CARD;mastercard;868
801;PENDING;1.16;CREDIT_CARD;maestro;700
802;PAID;8.06;CREDIT_CARD;jcb;170
803;PENDING;3.34;CREDIT_CARD;jcb;455
804;PAID;9.20;IDEAL;jcb;982
805;REFUNDED;1.02;IDEAL;visa-electron;431
806;COMPLETED;2.96;CREDIT_CARD;diners-club-enroute;532
807;CANCELLED;0.83;IDEAL;maestro;584
808;CANCELLED;0.15;CREDIT_CARD;diners-club-carte-blanche;435
809;CANCELLED;7.28;IDEAL;visa-electron;88
810;PENDING;7.25;CREDIT_CARD;mastercard;425
811;REFUNDED;6.75;CREDIT_CARD;mastercard;75
812;PAID;7.64;CREDIT_CARD;jcb;509
813;PAID;7.95;CREDIT_CARD;switch;571
814;PENDING;5.20;IDEAL;jcb;358
815;PENDING;3.63;IDEAL;diners-club-enroute;281
816;PENDING;2.05;CREDIT_CARD;bankcard;24
817;PENDING;2.65;IDEAL;maestro;961
818;REFUNDED;1.46;CREDIT_CARD;jcb;477
819;CANCELLED;3.48;IDEAL;maestro;277
820;PAID;4.46;IDEAL;jcb;302
821;PENDING;9.79;CREDIT_CARD;americanexpress;390
822;PENDING;8.67;IDEAL;jcb;791
823;PENDING;1.29;IDEAL;jcb;13
824;PENDING;4.75;CREDIT_CARD;jcb;400
825;CANCELLED;2.45;CREDIT_CARD;americanexpress;984
826;COMPLETED;7.55;CREDIT_CARD;jcb;152
827;CANCELLED;9.02;IDEAL;jcb;48
828;PENDING;8.25;CREDIT_CARD;diners-club-enroute;790
829;REFUNDED;3.71;IDEAL;diners-club-carte-blanche;927
830;REFUNDED;0.70;CREDIT_CARD;jcb;313
831;PAID;9.92;CREDIT_CARD;visa-electron;699
832;PENDING;6.42;IDEAL;bankcard;759
833;PAID;3.97;CREDIT_CARD;mastercard;210
834;REFUNDED;7.45;CREDIT_CARD;diners-club-international;308
835;PAID;4.41;CREDIT_CARD;maestro;673
836;PAID;0.68;CREDIT_CARD;china-unionpay;681
837;PAID;8.51;IDEAL;jcb;243
838;COMPLETED;4.83;IDEAL;jcb;293
839;PAID;8.74;IDEAL;maestro;819
840;PENDING;9.77;IDEAL;jcb;198
841;COMPLETED;5.64;IDEAL;jcb;435
842;PENDING;9.58;IDEAL;maestro;57
843;PAID;3.24;CREDIT_CARD;maestro;834
844;CANCELLED;1.16;IDEAL;americanexpress;60
845;PENDING;0.16;IDEAL;jcb;539
846;CANCELLED;5.83;IDEAL;jcb;1000
847;REFUNDED;5.15;CREDIT_CARD;switch;248
848;CANCELLED;9.21;CREDIT_CARD;maestro;15
849;PENDING;1.95;IDEAL;jcb;262
850;CANCELLED;5.57;IDEAL;mastercard;127
851;CANCELLED;4.95;IDEAL;switch;360
852;COMPLETED;8.28;IDEAL;jcb;109
853;COMPLETED;5.33;IDEAL;jcb;646
854;PAID;6.00;IDEAL;mastercard;924
855;COMPLETED;0.48;IDEAL;maestro;770
856;CANCELLED;3.12;CREDIT_CARD;jcb;603
857;PAID;0.45;IDEAL;jcb;12
858;REFUNDED;8.56;CREDIT_CARD;instapayment;986
859;CANCELLED;9.91;CREDIT_CARD;diners-club-carte-blanche;571
860;CANCELLED;8.84;IDEAL;diners-club-enroute;220
861;COMPLETED;6.74;CREDIT_CARD;jcb;928
862;CANCELLED;1.65;IDEAL;maestro;291
863;REFUNDED;6.34;CREDIT_CARD;diners-club-carte-blanche;367
864;CANCELLED;6.28;IDEAL;jcb;834
865;PAID;5.28;IDEAL;jcb;511
866;REFUNDED;1.73;IDEAL;visa;423
867;PAID;1.70;CREDIT_CARD;diners-club-enroute;165
868;REFUNDED;5.74;CREDIT_CARD;diners-club-carte-blanche;340
869;COMPLETED;3.28;CREDIT_CARD;diners-club-us-ca;964
870;COMPLETED;7.15;CREDIT_CARD;bankcard;477
871;REFUNDED;4.60;IDEAL;mastercard;452
872;CANCELLED;8.05;IDEAL;jcb;57
873;PENDING;0.70;IDEAL;jcb;728
874;PAID;6.08;IDEAL;mastercard;568
875;PENDING;9.38;IDEAL;jcb;402
876;REFUNDED;6.96;IDEAL;jcb;546
877;CANCELLED;3.62;IDEAL;jcb;507
878;REFUNDED;8.03;IDEAL;china-unionpay;120
879;REFUNDED;4.05;IDEAL;jcb;782
880;REFUNDED;2.33;IDEAL;diners-club-carte-blanche;552
881;PENDING;7.26;CREDIT_CARD;maestro;334
882;COMPLETED;1.95;IDEAL;switch;93
883;CANCELLED;7.90;IDEAL;jcb;318
884;REFUNDED;5.59;IDEAL;jcb;544
885;COMPLETED;9.03;IDEAL;laser;822
886;PAID;5.63;CREDIT_CARD;diners-club-us-ca;390
887;COMPLETED;9.13;IDEAL;china-unionpay;199
888;PENDING;5.27;IDEAL;mastercard;943
889;PENDING;9.71;CREDIT_CARD;diners-club-enroute;598
890;COMPLETED;3.56;IDEAL;americanexpress;299
891;REFUNDED;2.52;CREDIT_CARD;bankcard;907
892;CANCELLED;4.26;IDEAL;diners-club-carte-blanche;295
893;REFUNDED;4.09;IDEAL;diners-club-enroute;721
894;PENDING;7.10;IDEAL;jcb;352
895;CANCELLED;1.76;CREDIT_CARD;maestro;841
896;CANCELLED;0.17;CREDIT_CARD;jcb;732
897;PENDING;4.85;IDEAL;maestro;718
898;PENDING;4.30;IDEAL;jcb;648
899;CANCELLED;8.88;IDEAL;maestro;755
900;REFUNDED;7.04;CREDIT_CARD;switch;94
901;REFUNDED;9.01;IDEAL;jcb;117
902;COMPLETED;3.17;CREDIT_CARD;jcb;690
903;CANCELLED;6.06;IDEAL;jcb;641
904;PAID;9.30;CREDIT_CARD;diners-club-carte-blanche;120
905;PAID;7.26;IDEAL;bankcard;580
906;CANCELLED;0.03;CREDIT_CARD;jcb;463
907;CANCELLED;6.05;CREDIT_CARD;maestro;111
908;REFUNDED;7.46;IDEAL;jcb;562
909;PAID;6.14;IDEAL;jcb;355
910;COMPLETED;3.31;IDEAL;jcb;938
911;COMPLETED;9.79;CREDIT_CARD;instapayment;336
912;REFUNDED;4.38;IDEAL;jcb;586
913;CANCELLED;7.29;IDEAL;diners-club-international;974
914;PENDING;3.26;IDEAL;jcb;92
915;COMPLETED;9.61;CREDIT_CARD;instapayment;459
916;CANCELLED;4.78;IDEAL;mastercard;680
917;PENDING;7.06;IDEAL;mastercard;815
918;PAID;9.54;IDEAL;jcb;71
919;PENDING;2.02;IDEAL;instapayment;485
920;PENDING;5.53;IDEAL;diners-club-carte-blanche;42
921;PENDING;6.65;IDEAL;mastercard;146
922;COMPLETED;3.12;IDEAL;jcb;86
923;PENDING;1.12;CREDIT_CARD;switch;316
924;CANCELLED;9.87;IDEAL;switch;602
925;PAID;5.68;CREDIT_CARD;china-unionpay;167
926;PAID;3.16;CREDIT_CARD;jcb;267
927;PENDING;3.92;IDEAL;jcb;811
928;COMPLETED;9.87;CREDIT_CARD;diners-club-enroute;910
929;CANCELLED;1.78;CREDIT_CARD;jcb;501
930;PENDING;8.70;IDEAL;jcb;103
931;CANCELLED;2.93;CREDIT_CARD;jcb;579
932;PENDING;9.12;IDEAL;diners-club-carte-blanche;181
933;REFUNDED;6.86;CREDIT_CARD;mastercard;700
934;PAID;9.54;CREDIT_CARD;jcb;324
935;PENDING;5.40;CREDIT_CARD;switch;909
936;PAID;9.04;IDEAL;americanexpress;755
937;CANCELLED;3.00;IDEAL;diners-club-enroute;585
938;PENDING;7.12;CREDIT_CARD;jcb;318
939;REFUNDED;8.98;IDEAL;mastercard;414
940;COMPLETED;6.34;IDEAL;americanexpress;61
941;CANCELLED;1.40;IDEAL;instapayment;735
942;CANCELLED;9.88;CREDIT_CARD;jcb;651
943;COMPLETED;5.76;CREDIT_CARD;jcb;361
944;COMPLETED;3.91;CREDIT_CARD;china-unionpay;133
945;PENDING;5.67;IDEAL;americanexpress;84
946;PENDING;8.30;CREDIT_CARD;jcb;108
947;PENDING;2.21;IDEAL;switch;684
948;PENDING;6.61;IDEAL;jcb;179
949;CANCELLED;6.06;IDEAL;diners-club-carte-blanche;28
950;REFUNDED;4.41;CREDIT_CARD;jcb;498
951;CANCELLED;4.33;IDEAL;diners-club-enroute;279
952;PAID;6.91;CREDIT_CARD;visa-electron;368
953;PAID;3.68;CREDIT_CARD;jcb;577
954;REFUNDED;5.04;CREDIT_CARD;bankcard;371
955;COMPLETED;9.16;CREDIT_CARD;jcb;959
956;COMPLETED;4.96;IDEAL;jcb;285
957;PAID;4.78;CREDIT_CARD;jcb;908
958;COMPLETED;9.28;CREDIT_CARD;diners-club-carte-blanche;93
959;COMPLETED;7.57;IDEAL;diners-club-us-ca;752
960;REFUNDED;6.18;IDEAL;china-unionpay;160
961;REFUNDED;2.65;CREDIT_CARD;jcb;48
962;COMPLETED;8.36;IDEAL;jcb;752
963;PAID;7.97;CREDIT_CARD;mastercard;330
964;CANCELLED;3.87;CREDIT_CARD;laser;530
965;PENDING;2.66;CREDIT_CARD;maestro;529
966;COMPLETED;0.18;IDEAL;mastercard;116
967;REFUNDED;1.73;IDEAL;jcb;3
968;CANCELLED;6.57;IDEAL;jcb;682
969;COMPLETED;6.24;CREDIT_CARD;diners-club-carte-blanche;159
970;COMPLETED;1.12;CREDIT_CARD;jcb;895
971;REFUNDED;1.29;IDEAL;maestro;51
972;REFUNDED;4.35;IDEAL;visa-electron;855
973;PENDING;0.63;IDEAL;jcb;8
974;CANCELLED;1.77;CREDIT_CARD;jcb;703
975;COMPLETED;1.95;CREDIT_CARD;mastercard;990
976;PENDING;3.54;CREDIT_CARD;jcb;783
977;COMPLETED;9.15;IDEAL;diners-club-carte-blanche;645
978;COMPLETED;1.38;CREDIT_CARD;jcb;290
979;COMPLETED;3.94;IDEAL;bankcard;352
980;CANCELLED;3.91;IDEAL;jcb;404
981;PENDING;0.78;CREDIT_CARD;china-unionpay;689
982;PENDING;6.08;IDEAL;jcb;232
983;REFUNDED;0.77;CREDIT_CARD;jcb;404
984;PAID;8.94;IDEAL;jcb;95
985;CANCELLED;4.52;CREDIT_CARD;jcb;801
986;PENDING;8.77;IDEAL;maestro;862
987;COMPLETED;5.36;IDEAL;jcb;659
988;CANCELLED;5.12;CREDIT_CARD;maestro;108
989;COMPLETED;6.73;IDEAL;switch;95
990;PAID;7.79;CREDIT_CARD;jcb;388
991;CANCELLED;9.73;IDEAL;visa;554
992;REFUNDED;9.70;IDEAL;china-unionpay;1000
993;CANCELLED;7.31;CREDIT_CARD;jcb;10
994;CANCELLED;7.13;IDEAL;mastercard;851
995;CANCELLED;2.21;CREDIT_CARD;jcb;751
996;PAID;2.73;IDEAL;diners-club-us-ca;278
997;PENDING;7.16;CREDIT_CARD;jcb;21
998;COMPLETED;2.18;CREDIT_CARD;mastercard;669
999;COMPLETED;3.46;IDEAL;jcb;969
1000;CANCELLED;0.88;IDEAL;bankcard;507
1001;PAID;1.80;CREDIT_CARD;solo;879
1002;REFUNDED;3.77;CREDIT_CARD;jcb;89
1003;PAID;3.42;CREDIT_CARD;jcb;28
1004;PAID;9.48;CREDIT_CARD;visa;567
1005;CANCELLED;8.34;IDEAL;switch;359
1006;REFUNDED;1.82;IDEAL;jcb;386
1007;CANCELLED;3.76;CREDIT_CARD;jcb;240
1008;PAID;1.98;CREDIT_CARD;mastercard;770
1009;PAID;5.40;IDEAL;china-unionpay;168
1010;PAID;5.62;CREDIT_CARD;americanexpress;746
1011;CANCELLED;7.94;IDEAL;diners-club-carte-blanche;267
1012;PAID;4.01;CREDIT_CARD;diners-club-enroute;493
1013;REFUNDED;3.45;CREDIT_CARD;jcb;133
1014;CANCELLED;4.12;CREDIT_CARD;jcb;837
1015;COMPLETED;5.74;CREDIT_CARD;visa-electron;721
1016;PENDING;1.53;IDEAL;jcb;351
1017;PENDING;6.69;CREDIT_CARD;maestro;418
1018;PENDING;4.00;CREDIT_CARD;jcb;769
1019;CANCELLED;3.55;IDEAL;diners-club-enroute;790
1020;PENDING;0.72;CREDIT_CARD;americanexpress;534
1021;CANCELLED;3.82;CREDIT_CARD;maestro;427
1022;PAID;5.04;CREDIT_CARD;diners-club-us-ca;201
1023;CANCELLED;1.90;IDEAL;visa-electron;352
1024;PAID;4.28;IDEAL;jcb;931
1025;REFUNDED;7.79;CREDIT_CARD;jcb;303
1026;PAID;7.77;IDEAL;diners-club-carte-blanche;998
1027;CANCELLED;2.62;IDEAL;laser;381
1028;PENDING;2.47;CREDIT_CARD;laser;530
1029;PAID;7.52;CREDIT_CARD;jcb;65
1030;COMPLETED;5.15;CREDIT_CARD;jcb;604
1031;CANCELLED;9.42;CREDIT_CARD;bankcard;267
1032;REFUNDED;8.71;CREDIT_CARD;mastercard;128
1033;COMPLETED;4.67;CREDIT_CARD;jcb;971
