id;name;description;price;product_size;image;product_category_id
175;Pecan Raisin - Tarts;Revision of Internal Fixation Device in Left Temporomandibular Joint, Percutaneous Endoscopic Approach;23;XXL;http://dummyimage.com/217x100.png/cc0000/ffffff;10
176;Red Currant Jelly;Insertion of Infusion Device into Ileum, Open Approach;23;L;http://dummyimage.com/138x100.png/ff4444/ffffff;1
177;Nantucket Apple Juice;Excision of Urethra, External Approach;23;M;http://dummyimage.com/104x100.png/dddddd/000000;1
178;Wine - Fat Bastard Merlot;Bypass Abdominal Aorta to Right Renal Artery with Synthetic Substitute, Open Approach;23;XXL;http://dummyimage.com/186x100.png/ff4444/ffffff;8
179;Milk - Homo;Removal of External Fixation Device from Right Tarsal, Percutaneous Approach;23;XXL;http://dummyimage.com/206x100.png/5fa2dd/ffffff;1
180;Shrimp - Black Tiger 16/20;Bypass Ileum to Cecum with Synthetic Substitute, Open Approach;23;XXL;http://dummyimage.com/141x100.png/cc0000/ffffff;10
181;Apple - Macintosh;Revision of Monitoring Device in Great Vessel, Open Approach;23;XL;http://dummyimage.com/195x100.png/dddddd/000000;5
182;Maintenance Removal Charge;Extirpation of Matter from Left Ethmoid Sinus, Open Approach;23;XL;http://dummyimage.com/185x100.png/5fa2dd/ffffff;9
183;Wine - Toasted Head;Restriction of Right External Jugular Vein with Extraluminal Device, Percutaneous Approach;23;M;http://dummyimage.com/243x100.png/cc0000/ffffff;10
184;Cheese - Shred Cheddar / Mozza;Bypass Left Pleural Cavity to Right Pleural Cavity with Synthetic Substitute, Open Approach;23;XXL;http://dummyimage.com/230x100.png/5fa2dd/ffffff;7
185;Ginger - Crystalized;Fusion of Left Wrist Joint with Synthetic Substitute, Percutaneous Endoscopic Approach;23;XXL;http://dummyimage.com/245x100.png/ff4444/ffffff;3
186;Flower - Leather Leaf Fern;Resection of Right Pelvic Bone, Open Approach;23;S;http://dummyimage.com/107x100.png/dddddd/000000;7
187;Mcguinness - Blue Curacao;Fragmentation in Rectum, Via Natural or Artificial Opening Endoscopic;23;S;http://dummyimage.com/236x100.png/dddddd/000000;10
188;Nori Sea Weed - Gold Label;Revision of Internal Fixation Device in Right Tarsal, Percutaneous Approach;23;XL;http://dummyimage.com/195x100.png/5fa2dd/ffffff;1
189;Rhubarb;Dilation of Right Vertebral Artery, Bifurcation, Open Approach;23;XXL;http://dummyimage.com/207x100.png/5fa2dd/ffffff;4
190;Pear - Halves;Replacement of Pharynx with Nonautologous Tissue Substitute, Open Approach;23;XXL;http://dummyimage.com/236x100.png/cc0000/ffffff;6
191;Venison - Striploin;Revision of Internal Fixation Device in Left Metacarpocarpal Joint, Open Approach;23;L;http://dummyimage.com/116x100.png/dddddd/000000;2
192;Evaporated Milk - Skim;Bypass Left Common Iliac Artery to Left Femoral Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach;23;XXL;http://dummyimage.com/180x100.png/ff4444/ffffff;10
193;Parsley - Fresh;Drainage of Bilateral Ovaries with Drainage Device, Percutaneous Endoscopic Approach;23;L;http://dummyimage.com/220x100.png/cc0000/ffffff;4
194;Tomatoes - Vine Ripe, Yellow;Reposition Left Humeral Shaft with Monoplanar External Fixation Device, Percutaneous Endoscopic Approach;23;XXL;http://dummyimage.com/225x100.png/5fa2dd/ffffff;7
195;Iced Tea - Lemon, 460 Ml;Dilation of Accessory Pancreatic Duct, Percutaneous Endoscopic Approach;23;XL;http://dummyimage.com/146x100.png/5fa2dd/ffffff;2
196;Lychee;Occlusion of Left Hypogastric Vein, Open Approach;23;XXL;http://dummyimage.com/126x100.png/cc0000/ffffff;4
197;Coriander - Ground;Drainage of Right Buttock with Drainage Device, Percutaneous Endoscopic Approach;23;M;http://dummyimage.com/140x100.png/ff4444/ffffff;7
198;Ecolab - Balanced Fusion;Measurement of Respiratory Volume, External Approach;23;S;http://dummyimage.com/240x100.png/cc0000/ffffff;3
199;Mushroom - Shitake, Fresh;Removal of Autologous Tissue Substitute from Left Tibia, Open Approach;23;XL;http://dummyimage.com/176x100.png/dddddd/000000;3
200;Appetizer - Cheese Bites;Beam Radiation of Left Breast using Photons >10 MeV;23;S;http://dummyimage.com/102x100.png/ff4444/ffffff;3
201;Cheese - Parmesan Grated;Beam Radiation of Pineal Body using Electrons, Intraoperative;23;L;http://dummyimage.com/106x100.png/5fa2dd/ffffff;2
202;Soup - Verve - Chipotle Chicken;Excision of Right Thyroid Gland Lobe, Percutaneous Approach;23;L;http://dummyimage.com/100x100.png/ff4444/ffffff;5
203;Nut - Peanut, Roasted;Drainage of Left Frontal Sinus with Drainage Device, Percutaneous Approach;23;XL;http://dummyimage.com/183x100.png/ff4444/ffffff;9
204;Bar - Sweet And Salty Chocolate;Revision of Synthetic Substitute in Mitral Valve, Percutaneous Endoscopic Approach;23;L;http://dummyimage.com/109x100.png/5fa2dd/ffffff;8
205;Wine - Coteaux Du Tricastin Ac;Excision of Right Foot Subcutaneous Tissue and Fascia, Percutaneous Approach;23;XXL;http://dummyimage.com/146x100.png/5fa2dd/ffffff;7
206;Roe - Lump Fish, Red;Low Dose Rate (LDR) Brachytherapy of Rectum using Iridium 192 (Ir-192);23;M;http://dummyimage.com/172x100.png/cc0000/ffffff;7
207;Turkey - Ground. Lean;Bypass Jejunum to Sigmoid Colon with Autologous Tissue Substitute, Open Approach;23;S;http://dummyimage.com/246x100.png/ff4444/ffffff;4
208;Eggplant - Asian;Replacement of Left Anterior Tibial Artery with Nonautologous Tissue Substitute, Open Approach;23;L;http://dummyimage.com/114x100.png/5fa2dd/ffffff;2
209;Cup - Paper 10oz 92959;Replacement of Lumbar Vertebral Joint with Synthetic Substitute, Open Approach;23;L;http://dummyimage.com/133x100.png/5fa2dd/ffffff;1
210;Onions - Red;Repair Musculoskeletal System in Products of Conception with Other Device, Open Approach;23;XXL;http://dummyimage.com/141x100.png/dddddd/000000;2
211;Appetizer - Crab And Brie;Reposition Left Humeral Head with Intramedullary Internal Fixation Device, Percutaneous Endoscopic Approach;23;M;http://dummyimage.com/187x100.png/dddddd/000000;5
212;Shrimp - 100 / 200 Cold Water;Drainage of Vestibular Gland, External Approach;23;M;http://dummyimage.com/174x100.png/dddddd/000000;1
213;Scallops - In Shell;Insertion of Tissue Expander into Pelvic Region Subcutaneous Tissue and Fascia, Open Approach;23;XL;http://dummyimage.com/206x100.png/ff4444/ffffff;10
214;Pasta - Detalini, White, Fresh;Excision of Left Submaxillary Gland, Open Approach, Diagnostic;23;XL;http://dummyimage.com/220x100.png/dddddd/000000;6
215;Container - Hngd Cll Blk 7x7x3;Dilation of Right Vertebral Artery, Bifurcation, with Four or More Intraluminal Devices, Open Approach;23;L;http://dummyimage.com/182x100.png/5fa2dd/ffffff;1
216;Shrimp - 31/40;Insertion of Internal Fixation Device into Right Toe Phalangeal Joint, Percutaneous Endoscopic Approach;23;L;http://dummyimage.com/151x100.png/cc0000/ffffff;6
217;Beef - Striploin;Dilation of Thoracic Aorta, Ascending/Arch with Drug-eluting Intraluminal Device, Open Approach;23;XL;http://dummyimage.com/119x100.png/ff4444/ffffff;8
218;Kahlua;Removal of Internal Fixation Device from Right Patella, Percutaneous Approach;23;M;http://dummyimage.com/222x100.png/cc0000/ffffff;7
219;Beans - Long, Chinese;Revision of Synthetic Substitute in Facial Bone, Open Approach;23;XXL;http://dummyimage.com/159x100.png/cc0000/ffffff;9
220;Oil - Truffle, White;Stereotactic Particulate Radiosurgery of Hard Palate;23;S;http://dummyimage.com/141x100.png/5fa2dd/ffffff;2
221;Chickhen - Chicken Phyllo;Revision of Radioactive Element in Respiratory Tract, Percutaneous Approach;23;XXL;http://dummyimage.com/188x100.png/5fa2dd/ffffff;10
222;Table Cloth 72x144 White;Bypass Coronary Artery, Three Arteries from Abdominal Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach;23;M;http://dummyimage.com/146x100.png/cc0000/ffffff;7
223;Appetizer - Spring Roll, Veg;Excision of Left Choroid, Open Approach;23;S;http://dummyimage.com/207x100.png/dddddd/000000;8
224;Beef - Roasted, Cooked;Division of Left Knee Tendon, Percutaneous Endoscopic Approach;23;L;http://dummyimage.com/136x100.png/5fa2dd/ffffff;5
225;Dikon;Removal of Infusion Device from Bladder, Via Natural or Artificial Opening;23;L;http://dummyimage.com/237x100.png/cc0000/ffffff;4
226;Water - Tonic;Release Left External Carotid Artery, Open Approach;23;XL;http://dummyimage.com/222x100.png/cc0000/ffffff;6
227;Mustard - Dry, Powder;Revision of External Fixation Device in Left Finger Phalanx, Percutaneous Approach;23;S;http://dummyimage.com/108x100.png/5fa2dd/ffffff;10
228;Cafe Royale;Replacement of Right Ankle Tendon with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach;23;XXL;http://dummyimage.com/246x100.png/ff4444/ffffff;3
229;Cup - 6oz, Foam;Transfer Acoustic Nerve to Hypoglossal Nerve, Percutaneous Endoscopic Approach;23;XL;http://dummyimage.com/145x100.png/5fa2dd/ffffff;3
230;Sausage - Breakfast;Removal of Infusion Device from Testis, Open Approach;23;L;http://dummyimage.com/117x100.png/dddddd/000000;7
231;Wonton Wrappers;Division of Conduction Mechanism, Open Approach;23;XL;http://dummyimage.com/246x100.png/dddddd/000000;2
232;Ham - Smoked, Bone - In;Removal of Radioactive Element from Omentum, Open Approach;23;S;http://dummyimage.com/175x100.png/cc0000/ffffff;4
233;Lettuce - Lambs Mash;Removal of Synthetic Substitute from Coccyx, Percutaneous Endoscopic Approach;23;L;http://dummyimage.com/214x100.png/ff4444/ffffff;3
234;Pepper - Chili Powder;Low Dose Rate (LDR) Brachytherapy of Pancreas using Other Isotope;23;S;http://dummyimage.com/228x100.png/cc0000/ffffff;8
235;Soup - Verve - Chipotle Chicken;Supplement Bilateral Vas Deferens with Autologous Tissue Substitute, Percutaneous Endoscopic Approach;23;XXL;http://dummyimage.com/164x100.png/cc0000/ffffff;3
236;Artichoke - Hearts, Canned;Drainage of Right Foot Vein, Percutaneous Approach;23;XXL;http://dummyimage.com/165x100.png/dddddd/000000;2
237;Banana - Green;Destruction of Left Sphenoid Bone, Percutaneous Approach;23;L;http://dummyimage.com/170x100.png/5fa2dd/ffffff;10
238;Lemon Pepper;Supplement Sciatic Nerve with Autologous Tissue Substitute, Percutaneous Endoscopic Approach;23;XXL;http://dummyimage.com/121x100.png/cc0000/ffffff;4
239;Pepper - Black, Whole;Occlusion of Right Common Iliac Artery with Intraluminal Device, Percutaneous Approach;23;XL;http://dummyimage.com/217x100.png/5fa2dd/ffffff;6
240;Beef - Salted;Dilation of Splenic Artery, Bifurcation, Percutaneous Endoscopic Approach;23;XXL;http://dummyimage.com/195x100.png/dddddd/000000;1
241;Napkin Colour;Supplement Right Internal Carotid Artery with Synthetic Substitute, Percutaneous Approach;23;XL;http://dummyimage.com/144x100.png/ff4444/ffffff;1
242;Asparagus - Green, Fresh;Fusion of 2 to 7 Thoracic Vertebral Joints, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach;23;L;http://dummyimage.com/130x100.png/cc0000/ffffff;1
243;Nescafe - Frothy French Vanilla;Replacement of Right Temporal Artery with Autologous Tissue Substitute, Open Approach;23;L;http://dummyimage.com/104x100.png/dddddd/000000;8
244;Squid - U 5;Extirpation of Matter from Right External Iliac Vein, Percutaneous Approach;23;S;http://dummyimage.com/133x100.png/cc0000/ffffff;8
245;Sage - Rubbed;Restriction of Bladder Neck with Extraluminal Device, Open Approach;23;L;http://dummyimage.com/218x100.png/cc0000/ffffff;3
246;Wine - Jaboulet Cotes Du Rhone;Voice Assessment using Other Equipment;23;XXL;http://dummyimage.com/246x100.png/ff4444/ffffff;7
247;Nut - Walnut, Chopped;Reposition Left Acromioclavicular Joint, Percutaneous Endoscopic Approach;23;S;http://dummyimage.com/142x100.png/cc0000/ffffff;2
248;Halibut - Steaks;Release Right Lesser Saphenous Vein, Open Approach;23;XXL;http://dummyimage.com/180x100.png/ff4444/ffffff;1
249;Puree - Mocha;Bypass Common Bile Duct to Left Hepatic Duct, Open Approach;23;XXL;http://dummyimage.com/162x100.png/ff4444/ffffff;5
250;Papayas;Release Right Glenoid Cavity, Percutaneous Approach;23;S;http://dummyimage.com/111x100.png/dddddd/000000;1
251;Salmon - Atlantic, Fresh, Whole;Restriction of Left Axillary Lymphatic, Open Approach;23;S;http://dummyimage.com/138x100.png/cc0000/ffffff;5
252;Beer - Original Organic Lager;Transfer Accessory Nerve to Optic Nerve, Percutaneous Endoscopic Approach;23;S;http://dummyimage.com/114x100.png/5fa2dd/ffffff;5
253;French Pastry - Mini Chocolate;Change Cast on Left Upper Leg;23;XL;http://dummyimage.com/250x100.png/dddddd/000000;8
254;Ecolab - Hobart Upr Prewash Arm;Extirpation of Matter from Pharynx, Open Approach;23;M;http://dummyimage.com/157x100.png/dddddd/000000;2
255;Pasta - Shells, Medium, Dry;Supplement Left Acetabulum with Autologous Tissue Substitute, Open Approach;23;XXL;http://dummyimage.com/211x100.png/5fa2dd/ffffff;8
256;Papayas;Drainage of Right Lacrimal Duct, Via Natural or Artificial Opening;23;L;http://dummyimage.com/157x100.png/cc0000/ffffff;4
257;Bok Choy - Baby;Dilation of Left Hand Artery with Drug-eluting Intraluminal Device, Open Approach;23;S;http://dummyimage.com/104x100.png/dddddd/000000;4
258;Vinegar - Champagne;Release Right Anterior Tibial Artery, Percutaneous Approach;23;XL;http://dummyimage.com/144x100.png/dddddd/000000;5
259;Bread - Calabrese Baguette;Removal of Synthetic Substitute from Left Carpal Joint, Percutaneous Endoscopic Approach;23;XXL;http://dummyimage.com/174x100.png/dddddd/000000;9
260;Pear - Packum;Supplement Left Seminal Vesicle with Nonautologous Tissue Substitute, Open Approach;23;XL;http://dummyimage.com/126x100.png/cc0000/ffffff;1
261;Arizona - Green Tea;Change Other Device in Upper Bursa and Ligament, External Approach;23;XXL;http://dummyimage.com/207x100.png/5fa2dd/ffffff;3
262;Wiberg Super Cure;Restriction of Ampulla of Vater, Via Natural or Artificial Opening Endoscopic;23;S;http://dummyimage.com/222x100.png/5fa2dd/ffffff;9
263;Bread - Calabrese Baguette;Division of Acoustic Nerve, Percutaneous Approach;23;XXL;http://dummyimage.com/109x100.png/dddddd/000000;9
264;Puree - Kiwi;Replacement of Left Auditory Ossicle with Autologous Tissue Substitute, Open Approach;23;S;http://dummyimage.com/196x100.png/ff4444/ffffff;10
265;Vanilla Beans;Revision of Infusion Device in Cerebral Ventricle, Percutaneous Approach;23;S;http://dummyimage.com/220x100.png/cc0000/ffffff;6
266;Yogurt - Banana, 175 Gr;Plain Radiography of Bilateral Common Carotid Arteries using Low Osmolar Contrast;23;XL;http://dummyimage.com/190x100.png/cc0000/ffffff;7
267;Muffin Carrot - Individual;Drainage of Right Shoulder Tendon, Percutaneous Endoscopic Approach, Diagnostic;23;L;http://dummyimage.com/104x100.png/5fa2dd/ffffff;9
268;Wine - Spumante Bambino White;Drainage of Left Vertebral Vein, Percutaneous Endoscopic Approach, Diagnostic;23;M;http://dummyimage.com/242x100.png/dddddd/000000;1
269;Pepper - Black, Crushed;High Dose Rate (HDR) Brachytherapy of Right Breast using Other Isotope;23;S;http://dummyimage.com/247x100.png/ff4444/ffffff;6
270;Mountain Dew;Bypass Left Kidney Pelvis to Left Kidney Pelvis, Percutaneous Endoscopic Approach;23;S;http://dummyimage.com/110x100.png/5fa2dd/ffffff;4
271;Sugar - Monocystal / Rock;Alteration of Abdominal Wall with Synthetic Substitute, Percutaneous Approach;23;L;http://dummyimage.com/228x100.png/cc0000/ffffff;5
272;Crab - Imitation Flakes;Revision of Other Device in Abdominal Wall, Open Approach;23;XXL;http://dummyimage.com/101x100.png/cc0000/ffffff;6
273;Potatoes - Idaho 80 Count;Dilation of Left Kidney Pelvis with Intraluminal Device, Via Natural or Artificial Opening;23;M;http://dummyimage.com/214x100.png/cc0000/ffffff;1
274;Cheese - St. Paulin;Magnetic Resonance Imaging (MRI) of Corpora Cavernosa using Other Contrast;23;XXL;http://dummyimage.com/100x100.png/5fa2dd/ffffff;9
275;Coffee Beans - Chocolate;Release Left Basilic Vein, Open Approach;23;M;http://dummyimage.com/116x100.png/dddddd/000000;10
276;Capers - Pickled;Extirpation of Matter from Scrotum, Open Approach;23;L;http://dummyimage.com/200x100.png/cc0000/ffffff;4
277;Lamb - Whole Head Off,nz;Removal of Spacer from Left Sternoclavicular Joint, Open Approach;23;XXL;http://dummyimage.com/147x100.png/5fa2dd/ffffff;1
278;Salmon Atl.whole 8 - 10 Lb;Division of Right Hand Bursa and Ligament, Percutaneous Approach;23;L;http://dummyimage.com/109x100.png/dddddd/000000;5
279;Milk - 2%;Repair Right Hand Muscle, Open Approach;23;XXL;http://dummyimage.com/150x100.png/ff4444/ffffff;6
280;Soup - Campbells, Classic Chix;Removal of Infusion Device from Fallopian Tube, Via Natural or Artificial Opening Endoscopic;23;L;http://dummyimage.com/203x100.png/5fa2dd/ffffff;9
281;Beans - Black Bean, Canned;Supplement Right Upper Leg with Nonautologous Tissue Substitute, Open Approach;23;S;http://dummyimage.com/103x100.png/5fa2dd/ffffff;4
282;Pasta - Cheese / Spinach Bauletti;Drainage of Left Frontal Sinus, Percutaneous Approach, Diagnostic;23;XXL;http://dummyimage.com/115x100.png/dddddd/000000;4
283;Vodka - Moskovskaya;Occlusion of Left Upper Lobe Bronchus with Intraluminal Device, Via Natural or Artificial Opening Endoscopic;23;S;http://dummyimage.com/155x100.png/5fa2dd/ffffff;7
284;Mcguinness - Blue Curacao;Dilation of Right Ulnar Artery, Bifurcation, Percutaneous Endoscopic Approach;23;M;http://dummyimage.com/133x100.png/5fa2dd/ffffff;3
285;Sparkling Wine - Rose, Freixenet;Extirpation of Matter from Cervical Vertebral Joint, Percutaneous Endoscopic Approach;23;M;http://dummyimage.com/105x100.png/cc0000/ffffff;4
286;Foam Cup 6 Oz;Reposition Upper Tooth, Multiple, with External Fixation Device, External Approach;23;L;http://dummyimage.com/157x100.png/dddddd/000000;3
287;Creamers - 10%;Replacement of Nose with Nonautologous Tissue Substitute, Open Approach;23;M;http://dummyimage.com/104x100.png/5fa2dd/ffffff;4
288;Salt And Pepper Mix - Black;Extirpation of Matter from Ascending Colon, Via Natural or Artificial Opening Endoscopic;23;S;http://dummyimage.com/143x100.png/ff4444/ffffff;7
289;Pepper - Green Thai;Drainage of Right Axillary Artery with Drainage Device, Percutaneous Endoscopic Approach;23;M;http://dummyimage.com/121x100.png/cc0000/ffffff;2
290;Wine - Fino Tio Pepe Gonzalez;Insertion of Radioactive Element into Tracheobronchial Tree, Via Natural or Artificial Opening;23;L;http://dummyimage.com/208x100.png/5fa2dd/ffffff;3
